Sl,Station_Names,Year,Month,Max_Temp,Temperature,Min_Temp,Rainfall,Flood Occurrence
1286,Bhola,2008,3,34.2,24.45,21.8,4,
1287,Bhola,2008,4,36.2,29,23.9,16,
1288,Bhola,2008,5,36,29.95,25.5,162,
1289,Bhola,2008,6,34.8,30.15,25.8,313,
1290,Bhola,2008,7,32.8,29.3,25.9,729,1
1291,Bhola,2008,8,33.8,29.85,26.1,247,
1292,Bhola,2008,9,34.5,30.3,25.9,155,
1293,Bhola,2008,10,34,29.95,23.6,348,1
1294,Bhola,2008,11,32.6,28.1,18.8,0,
1295,Bhola,2008,12,29.2,24,16.1,0,
1296,Bhola,2009,1,29.5,22.8,14.3,0,
1297,Bhola,2009,2,32.2,23.25,16.4,3,
1298,Bhola,2009,3,34.6,25.5,21.4,6,
1299,Bhola,2009,4,36.8,29.1,25.2,117,
1300,Bhola,2009,5,35.2,30.2,25.6,244,
1301,Bhola,2009,6,36.2,30.9,26.7,175,
1302,Bhola,2009,7,35,30.85,26.2,544,1
1303,Bhola,2009,8,34.5,30.35,26.1,448,1
1304,Bhola,2009,9,35,30.55,26.1,219,
1305,Bhola,2009,10,34,30.05,23.6,146,
1306,Bhola,2009,11,33.2,28.4,19.9,18,
1307,Bhola,2009,12,29.7,24.8,14,0,
1308,Bhola,2010,1,28.7,21.35,11.3,0,
1309,Bhola,2010,2,32.3,21.8,15.7,0,
1310,Bhola,2010,3,36.7,26.2,23,1,
1311,Bhola,2010,4,36,29.5,26.5,10,
1312,Bhola,2010,5,36,31.25,25.6,195,
1313,Bhola,2010,6,34.5,30.05,26.3,401,1
1314,Bhola,2010,7,33.8,30.05,26.5,353,1
1315,Bhola,2010,8,34.5,30.5,26.5,91,
1316,Bhola,2010,9,33.4,29.95,26,232,
1317,Bhola,2010,10,35.8,30.9,25.1,442,1
1318,Bhola,2010,11,33,29.05,20.8,39,
1319,Bhola,2010,12,29.5,25.15,14.2,8,
1320,Bhola,2011,1,28.5,21.35,11.4,0,
1321,Bhola,2011,2,30.6,21,15.4,0,
1322,Bhola,2011,3,35.3,25.35,20.2,32,
1323,Bhola,2011,4,34.8,27.5,23.1,66,
1324,Bhola,2011,5,35.5,29.3,25,317,
1325,Bhola,2011,6,34.6,29.8,26.1,425,1
1326,Bhola,2011,7,34.2,30.15,26.2,398,1
1327,Bhola,2011,8,35,30.6,25.8,383,1
1328,Bhola,2011,9,35.6,30.7,25.9,331,
1329,Bhola,2011,10,34.6,30.25,24.6,63,
1330,Bhola,2011,11,32.1,28.35,18.6,0,
1331,Bhola,2011,12,30,24.3,15.1,0,
1332,Bhola,2012,1,28,21.55,13.3,6,
1333,Bhola,2012,2,33.8,23.55,14.3,1,
1334,Bhola,2012,3,35.2,24.75,21.8,8,
1335,Bhola,2012,4,35.2,28.5,23.6,191,
1336,Bhola,2012,5,36,29.8,26,96,
1337,Bhola,2012,6,35.1,30.55,26.8,233,
1338,Bhola,2012,7,33.4,30.1,26.2,323,
1339,Bhola,2012,8,33.8,30,26,285,
1340,Bhola,2012,9,34.8,30.4,26.1,191,
1341,Bhola,2012,10,34.2,30.15,23.3,123,
1342,Bhola,2012,11,32.6,27.95,18.9,35,
1343,Bhola,2012,12,28.8,23.85,13.3,1,
1344,Bhola,2013,1,29.6,21.45,10.9,0,
1345,Bhola,2013,2,32.5,21.7,15.3,9,
1346,Bhola,2013,3,35.6,25.45,21.1,0,
1347,Bhola,2013,4,36.3,28.7,24.3,28,
1348,Bhola,2013,5,36,30.15,24.6,655,1
1349,Bhola,2013,6,35.8,30.2,26.7,270,
1350,Bhola,2013,7,33,29.85,26.3,327,1
1351,Bhola,2013,8,33.5,29.9,26,477,1
1352,Bhola,2013,9,35.4,30.7,26,228,
1353,Bhola,2013,10,34.7,30.35,24.2,200,
1354,Bhola,2013,11,32.3,28.25,17.9,0,
1355,Bhola,2013,12,31,24.45,14.2,0,
1356,Bogra,1948,1,25.8,20,11.7,8.140625,
1357,Bogra,1948,2,33.3,22.5,13.3,11.140625,
1358,Bogra,1948,3,38.3,25.8,17.4,25.3125,
1359,Bogra,1948,4,39.5,28.45,22.7,69.140625,
1360,Bogra,1948,5,36.1,29.4,23.1,179.890625,
1361,Bogra,1948,6,33.5,28.3,25.7,315.578125,
1362,Bogra,1948,7,33.1,29.4,26.4,363.71875,1
1363,Bogra,1948,8,33.3,29.85,26.4,307.015625,
1364,Bogra,1948,9,34.7,30.55,25.9,269.046875,
1365,Bogra,1948,10,33.8,29.85,22.9,145.984375,
1366,Bogra,1948,11,31.9,27.4,18.7,12.890625,
1367,Bogra,1948,12,26.9,22.8,12.7,6.390625,
1368,Bogra,1949,1,27.5,20.1,11.9,8.140625,
1369,Bogra,1949,2,29.7,20.8,13.8,11.140625,
1370,Bogra,1949,3,34.2,24,18.2,25.3125,
1371,Bogra,1949,4,35.9,27.05,22.7,69.140625,
1372,Bogra,1949,5,34.1,28.4,24,179.890625,
1373,Bogra,1949,6,33.5,28.75,25.7,315.578125,
1374,Bogra,1949,7,32,28.85,26.1,363.71875,1
1375,Bogra,1949,8,32.2,29.15,26.2,307.015625,
1376,Bogra,1949,9,32.5,29.35,25.6,269.046875,
1377,Bogra,1949,10,32.1,28.85,23.2,145.984375,
1378,Bogra,1949,11,30.7,26.95,18.1,12.890625,
1379,Bogra,1949,12,28.1,23.1,13.3,6.390625,
1380,Bogra,1950,1,25.8,19.55,11.7,0,
1381,Bogra,1950,2,29.7,20.7,13.8,18,
1382,Bogra,1950,3,34.2,24,18.2,36,
1383,Bogra,1950,4,35.9,27.05,22.7,2,
1384,Bogra,1950,5,34.1,28.4,24,123,
1385,Bogra,1950,6,33.5,28.75,25.7,180,
1386,Bogra,1950,7,32,28.85,26.1,158,
1387,Bogra,1950,8,32.2,29.15,26.2,555,1
1388,Bogra,1950,9,32.5,29.35,25.6,102,
1389,Bogra,1950,10,32.1,28.85,23.2,182,
1390,Bogra,1950,11,30.7,26.95,18.1,21,
1391,Bogra,1950,12,28.1,23.1,13.3,0,
1392,Bogra,1951,1,25.8,19.55,11.7,5,
1393,Bogra,1951,2,29.7,20.7,13.8,0,
1394,Bogra,1951,3,34.2,24,18.2,13,
1395,Bogra,1951,4,35.9,27.05,22.7,0,
1396,Bogra,1951,5,34.1,28.4,24,90,
1397,Bogra,1951,6,33.5,28.75,25.7,351,
1398,Bogra,1951,7,32,28.85,26.1,390,1
1399,Bogra,1951,8,32.2,29.15,26.2,226,
1400,Bogra,1951,9,32.5,29.35,25.6,86,
1401,Bogra,1951,10,32.1,28.85,23.2,169,
1402,Bogra,1951,11,30.7,26.95,18.1,21,
1403,Bogra,1951,12,28.1,23.1,13.3,0,
1404,Bogra,1952,1,33.2,23.25,12.3,0,
1405,Bogra,1952,2,34.3,23.3,14.4,0,
1406,Bogra,1952,3,36.9,25.65,17.2,13,
1407,Bogra,1952,4,41.5,29.35,22.3,192,
1408,Bogra,1952,5,35.4,28.85,23.2,114,
1409,Bogra,1952,6,37.1,30.15,25.7,393,1
1410,Bogra,1952,7,35.8,30.75,26,336,1
1411,Bogra,1952,8,33.4,29.7,26.5,203,
1412,Bogra,1952,9,35.4,30.95,25.9,376,1
1413,Bogra,1952,10,33.5,29.7,24,234,
1414,Bogra,1952,11,32.4,28.2,19,66,
1415,Bogra,1952,12,27.5,23.25,13.3,0,
1416,Bogra,1953,1,25.8,19.55,11.7,8,
1417,Bogra,1953,2,29.7,20.7,13.8,9,
1418,Bogra,1953,3,34.2,24,18.2,90,
1419,Bogra,1953,4,35.9,27.05,22.7,32,
1420,Bogra,1953,5,34.1,28.4,24,146,
1421,Bogra,1953,6,33.5,28.75,25.7,140,
1422,Bogra,1953,7,32,28.85,26.1,57,
1423,Bogra,1953,8,32.2,29.15,26.2,128,
1424,Bogra,1953,9,32.5,29.35,25.6,351,1
1425,Bogra,1953,10,32.1,28.85,23.2,93,
1426,Bogra,1953,11,30.7,26.95,18.1,4,
1427,Bogra,1953,12,28.1,23.1,13.3,0,
1428,Bogra,1954,1,25.8,19.55,11.7,17,
1429,Bogra,1954,2,32.2,21.95,14.8,19,
1430,Bogra,1954,3,37.8,26.3,17,0,
1431,Bogra,1954,4,42.8,29.9,24.9,14,
1432,Bogra,1954,5,42.2,33.55,25,145,
1433,Bogra,1954,6,33.9,29.45,25.2,597,1
1434,Bogra,1954,7,32,28.6,26.1,501,1
1435,Bogra,1954,8,32.2,29.15,26.2,283,
1436,Bogra,1954,9,32.5,29.35,25.6,221,
1437,Bogra,1954,10,32.1,28.85,23.2,88,
1438,Bogra,1954,11,30.7,26.95,18.1,0,
1439,Bogra,1954,12,28.1,23.1,13.3,5,
1440,Bogra,1955,1,25.8,19.55,11.7,8,
1441,Bogra,1955,2,29.7,20.7,13.8,6,
1442,Bogra,1955,3,34.2,24,18.2,30,
1443,Bogra,1955,4,35.9,27.05,22.7,50,
1444,Bogra,1955,5,34.1,28.4,24,240,
1445,Bogra,1955,6,33.5,28.75,25.7,332,
1446,Bogra,1955,7,32,28.85,26.1,504,1
1447,Bogra,1955,8,32.2,29.15,26.2,505,1
1448,Bogra,1955,9,32.5,29.35,25.6,332,1
1449,Bogra,1955,10,32.1,28.85,23.2,142,
1450,Bogra,1955,11,30.7,26.95,18.1,44,
1451,Bogra,1955,12,28.1,23.1,13.3,0,
1452,Bogra,1956,1,31.1,22.2,10.9,8,
1453,Bogra,1956,2,32.8,21.85,12.3,2,
1454,Bogra,1956,3,37.2,24.75,18.5,48,
1455,Bogra,1956,4,43.3,30.9,22.3,49,
1456,Bogra,1956,5,36.7,29.5,24.9,177,
1457,Bogra,1956,6,37.8,31.35,25.3,467,1
1458,Bogra,1956,7,37.8,31.55,26.1,145,
1459,Bogra,1956,8,32.2,29.15,26.2,515,1
1460,Bogra,1956,9,32.5,29.35,25.6,154,
1461,Bogra,1956,10,32.1,28.85,23.2,276,
1462,Bogra,1956,11,30.7,26.95,18.1,23,
1463,Bogra,1956,12,28.1,23.1,13.3,8,
1464,Bogra,1957,1,25.8,19.55,11.7,48,
1465,Bogra,1957,2,29.7,20.7,13.8,32,
1466,Bogra,1957,3,37.8,25.8,18.2,35,
1467,Bogra,1957,4,35.9,27.05,22.7,0,
1468,Bogra,1957,5,34.1,28.4,24,0,
1469,Bogra,1957,6,33.5,28.75,25.7,287,
1470,Bogra,1957,7,32,28.85,26.1,490,1
1471,Bogra,1957,8,32.2,29.15,26.2,197,
1472,Bogra,1957,9,32.5,29.35,25.6,173,
1473,Bogra,1957,10,32.1,28.85,23.2,83,
1474,Bogra,1957,11,37.8,30.5,18.1,0,
1475,Bogra,1957,12,28.1,23.1,13.3,0,
1476,Bogra,1958,1,29.8,21.55,12.9,1,
1477,Bogra,1958,2,37.8,25.35,13.4,49,
1478,Bogra,1958,3,43.5,28.45,17.2,254,
1479,Bogra,1958,4,40.5,28.85,23.5,43,
1480,Bogra,1958,5,43.9,33.7,24.9,121,
1481,Bogra,1958,6,43.4,34.15,26.3,161,
1482,Bogra,1958,7,37.8,32.05,26.7,372,1
1483,Bogra,1958,8,34.7,30.7,26.1,442,1
1484,Bogra,1958,9,33.4,29.75,26.5,303,1
1485,Bogra,1958,10,34,30.25,24.3,83,
1486,Bogra,1958,11,32.1,28.2,18.4,5,
1487,Bogra,1958,12,28.7,23.55,14.5,0,
1488,Bogra,1959,1,26.3,20.4,11.9,35,
1489,Bogra,1959,2,37.8,24.85,12.9,0,
1490,Bogra,1959,3,38,25.45,16.6,119,
1491,Bogra,1959,4,39.4,28,23.6,51,
1492,Bogra,1959,5,40.6,32.1,24.3,180,
1493,Bogra,1959,6,37.8,31.05,25.8,285,
1494,Bogra,1959,7,34.6,30.2,26.6,125,
1495,Bogra,1959,8,34.1,30.35,26.2,722,1
1496,Bogra,1959,9,37.8,32,25.6,312,
1497,Bogra,1959,10,32.2,28.9,23.3,633,1
1498,Bogra,1959,11,37.8,30.55,17.3,0,
1499,Bogra,1959,12,27.8,22.55,13.8,0,
1500,Bogra,1960,1,27.3,20.55,11.4,0,
1501,Bogra,1960,2,37.8,24.6,14.1,0,
1502,Bogra,1960,3,39.6,26.85,17.5,34,
1503,Bogra,1960,4,43.4,30.45,22.6,0,
1504,Bogra,1960,5,43,32.8,25.3,187,
1505,Bogra,1960,6,37.8,31.55,25.6,107,
1506,Bogra,1960,7,33.4,29.5,26,311,
1507,Bogra,1960,8,35.1,30.55,26.7,256,
1508,Bogra,1960,9,42.6,34.65,25.9,406,1
1509,Bogra,1960,10,37.8,31.85,23.5,41,
1510,Bogra,1960,11,42.3,32.9,17,6,
1511,Bogra,1960,12,37.8,27.4,13.3,0,
1512,Bogra,1961,1,29,21.15,12.5,24,
1513,Bogra,1961,2,29.7,21.1,12.4,27,
1514,Bogra,1961,3,38.3,25.35,18.5,1,
1515,Bogra,1961,4,42,30.25,22.6,31,
1516,Bogra,1961,5,41.2,31.9,24,130,
1517,Bogra,1961,6,35.8,29.9,25.3,319,
1518,Bogra,1961,7,34.6,29.95,26.3,152,
1519,Bogra,1961,8,34.2,30.25,26.3,492,1
1520,Bogra,1961,9,34.6,30.45,25.8,101,
1521,Bogra,1961,10,33.4,29.6,23.7,212,
1522,Bogra,1961,11,30.7,27.2,16.9,4,
1523,Bogra,1961,12,30.6,23.75,11.3,0,
1524,Bogra,1962,1,27.4,19.35,10.7,9,
1525,Bogra,1962,2,37.8,24.25,14.4,16,
1526,Bogra,1962,3,40.3,27.35,16.9,1,
1527,Bogra,1962,4,41.1,29,22.4,12,
1528,Bogra,1962,5,37.8,30.1,23.2,287,
1529,Bogra,1962,6,34.6,28.9,25.5,203,
1530,Bogra,1962,7,35.4,30.45,26.3,278,
1531,Bogra,1962,8,34.4,30.35,26.2,224,
1532,Bogra,1962,9,34.3,30.25,26.2,65,
1533,Bogra,1962,10,33.8,30,22.6,37,
1534,Bogra,1962,11,32.6,27.6,16.3,0,
1535,Bogra,1962,12,37.8,27.05,13,0,
1536,Bogra,1963,1,37.8,25.4,10.9,0,
1537,Bogra,1963,2,37.8,24.35,13.2,0,
1538,Bogra,1963,3,39,26.1,17.4,13,
1539,Bogra,1963,4,40.2,28.8,21.4,48,
1540,Bogra,1963,5,38.3,29.85,23.1,187,
1541,Bogra,1963,6,35.3,29.2,25.6,380,
1542,Bogra,1963,7,33.9,29.75,26.5,457,1
1543,Bogra,1963,8,37.8,32.15,26.5,206,
1544,Bogra,1963,9,34.4,30.45,26.2,161,
1545,Bogra,1963,10,33.3,29.75,22.8,224,
1546,Bogra,1963,11,29.8,26.3,17.4,17,
1547,Bogra,1963,12,37.8,27.6,13.4,1,
1548,Bogra,1964,1,29.4,21.4,10.6,0,
1549,Bogra,1964,2,37.8,24.2,13.7,10,
1550,Bogra,1964,3,38.3,26,19,21,
1551,Bogra,1964,4,40.1,29.55,22.8,69,
1552,Bogra,1964,5,34.2,28.5,23.9,184,
1553,Bogra,1964,6,39.4,31.65,25.8,263,
1554,Bogra,1964,7,32.9,29.35,25.7,461,1
1555,Bogra,1964,8,35,30.35,26.7,188,
1556,Bogra,1964,9,34.2,30.45,26.1,245,
1557,Bogra,1964,10,37.8,31.95,24.4,212,
1558,Bogra,1964,11,31.9,28.15,17.9,0,
1559,Bogra,1964,12,31.2,24.55,13.1,0,
1560,Bogra,1965,1,29.4,21.25,11.8,0,
1561,Bogra,1965,2,34.3,23.05,13.4,13,
1562,Bogra,1965,3,36.2,24.8,16.5,1,
1563,Bogra,1965,4,41.6,29.05,22.8,14,
1564,Bogra,1965,5,42.1,32.45,24.6,30,
1565,Bogra,1965,6,35.2,29.9,25.9,240,
1566,Bogra,1965,7,33.4,29.65,26,546,1
1567,Bogra,1965,8,33.9,29.95,25.5,458,1
1568,Bogra,1965,9,35,30.25,25.8,188,
1569,Bogra,1965,10,33.3,29.55,23,45,
1570,Bogra,1965,11,31.8,27.4,17.4,13,
1571,Bogra,1965,12,30.4,23.9,13.1,2,
1572,Bogra,1966,1,26.7,19.9,12.8,40,
1573,Bogra,1966,2,33.6,23.2,14.7,0,
1574,Bogra,1966,3,37.7,26.2,17.8,1,
1575,Bogra,1966,4,37.2,27.5,24.1,19,
1576,Bogra,1966,5,37.2,30.65,25.1,87,
1577,Bogra,1966,6,37.7,31.4,26.3,155,
1578,Bogra,1966,7,33.9,30.1,26.1,246,
1579,Bogra,1966,8,33.7,29.9,26.1,342,1
1580,Bogra,1966,9,33.9,30,25.6,178,
1581,Bogra,1966,10,32.2,28.9,22,115,
1582,Bogra,1966,11,30.8,26.4,18.3,38,
1583,Bogra,1966,12,28.1,23.2,13.4,13,
1584,Bogra,1967,1,28.3,20.85,11.7,13,
1585,Bogra,1967,2,34,22.85,13.6,0,
1586,Bogra,1967,3,35,24.3,18.2,88,
1587,Bogra,1967,4,37.2,27.7,19.9,37,
1588,Bogra,1967,5,36,27.95,23.7,232,
1589,Bogra,1967,6,35.4,29.55,24.8,227,
1590,Bogra,1967,7,33.3,29.05,25.7,400,1
1591,Bogra,1967,8,34.6,30.15,25.4,197,
1592,Bogra,1967,9,33.9,29.65,23.7,172,
1593,Bogra,1967,10,33.9,28.8,21.1,61,
1594,Bogra,1967,11,30.6,25.85,14.8,1,
1595,Bogra,1967,12,27.6,21.2,13.2,0,
1596,Bogra,1968,1,26.1,19.65,11.7,3,
1597,Bogra,1968,2,30.7,21.2,11.4,1,
1598,Bogra,1968,3,37,24.2,17.9,20,
1599,Bogra,1968,4,37.6,27.75,22.5,16,
1600,Bogra,1968,5,36.1,29.3,24.2,18,
1601,Bogra,1968,6,33.4,28.8,25.2,422,1
1602,Bogra,1968,7,32.9,29.05,26.2,549,1
1603,Bogra,1968,8,33.9,30.05,26.3,289,
1604,Bogra,1968,9,34.4,30.35,25.9,192,
1605,Bogra,1968,10,34.2,30.05,22.5,125,
1606,Bogra,1968,11,31.1,26.8,17.6,13,
1607,Bogra,1968,12,29.9,23.75,12.9,0,
1608,Bogra,1969,1,28.3,20.6,10.9,3,
1609,Bogra,1969,2,35.3,23.1,12.3,0,
1610,Bogra,1969,3,37.2,24.75,18.8,19,
1611,Bogra,1969,4,43.4,31.1,22.7,131,
1612,Bogra,1969,5,38.9,30.8,24.4,106,
1613,Bogra,1969,6,35,29.7,25.7,207,
1614,Bogra,1969,7,33.3,29.5,26.7,213,
1615,Bogra,1969,8,32.8,29.75,25.6,433,1
1616,Bogra,1969,9,37.8,31.7,25.5,357,1
1617,Bogra,1969,10,37.8,31.65,23,30,
1618,Bogra,1969,11,31.8,27.4,17.4,32,
1619,Bogra,1969,12,27.7,22.55,13.8,0,
1620,Bogra,1970,1,25.7,19.75,11.5,0,
1621,Bogra,1970,2,37.8,24.65,13.7,0,
1622,Bogra,1970,3,43.4,28.55,19,0,
1623,Bogra,1970,4,43.7,31.35,23.4,0,
1624,Bogra,1970,5,43.6,33.5,25.3,113,
1625,Bogra,1970,6,37.8,31.55,25.7,506,1
1626,Bogra,1970,7,33.9,29.8,26.1,629,1
1627,Bogra,1970,8,35,30.55,26.7,171,
1628,Bogra,1970,9,33.9,30.3,26.1,201,
1629,Bogra,1970,10,32.8,29.45,23.5,164,
1630,Bogra,1970,11,30.9,27.2,17.7,10,
1631,Bogra,1970,12,30.6,24.15,12.4,0,
1632,Bogra,1971,1,26.7,19.55,11.9,13,
1633,Bogra,1971,2,32.2,22.05,12.4,4,
1634,Bogra,1971,3,37.2,24.8,17.4,9,
1635,Bogra,1971,4,35.9,26.65,22.7,56,
1636,Bogra,1971,5,34.1,28.4,24,168,
1637,Bogra,1971,6,33.5,28.75,25.7,303,
1638,Bogra,1971,7,34.4,30.05,25.1,353,1
1639,Bogra,1971,8,32.2,28.65,24.9,312,
1640,Bogra,1971,9,34.4,29.65,24.3,392,1
1641,Bogra,1971,10,32.7,28.5,22.6,128,
1642,Bogra,1971,11,29.9,26.25,17,41,
1643,Bogra,1971,12,28.1,22.55,12.5,0,
1644,Bogra,1972,1,27.2,19.85,12.1,3,
1645,Bogra,1972,2,30.6,21.35,12,16,
1646,Bogra,1972,3,37.5,24.75,18.6,14,
1647,Bogra,1972,4,40.9,29.75,22.9,6,
1648,Bogra,1972,5,41.9,32.4,25.6,134,
1649,Bogra,1972,6,36.7,31.15,25.5,268,
1650,Bogra,1972,7,36.7,31.1,26.2,307,1
1651,Bogra,1972,8,37.8,32,25.8,261,
1652,Bogra,1972,9,35.6,30.7,25.6,137,
1653,Bogra,1972,10,34.4,30,22.8,101,
1654,Bogra,1972,11,31.6,27.2,17.4,0,
1655,Bogra,1972,12,30.6,24,12.8,0,
1656,Bogra,1973,1,27.8,20.3,11.4,12,
1657,Bogra,1973,2,32.8,22.1,15,63,
1658,Bogra,1973,3,39.9,27.45,17.9,10,
1659,Bogra,1973,4,41.8,29.85,24,95,
1660,Bogra,1973,5,33.9,28.95,23.5,259,
1661,Bogra,1973,6,34.2,28.85,25.4,835,1
1662,Bogra,1973,7,33.9,29.65,26.3,350,
1663,Bogra,1973,8,33.9,30.1,26.3,194,
1664,Bogra,1973,9,32.9,29.6,25.6,584,1
1665,Bogra,1973,10,33.3,29.45,23.6,60,
1666,Bogra,1973,11,31.1,27.35,18.8,27,
1667,Bogra,1973,12,27.2,23,13.7,27,
1668,Bogra,1974,1,26.7,20.2,11.4,0,
1669,Bogra,1974,2,32.8,22.1,12.4,0,
1670,Bogra,1974,3,36.7,24.55,16.7,68,
1671,Bogra,1974,4,37.5,27.1,23,120,
1672,Bogra,1974,5,35.7,29.35,23.7,254,
1673,Bogra,1974,6,35.2,29.45,25.7,221,
1674,Bogra,1974,7,37.8,31.75,25.1,474,1
1675,Bogra,1974,8,35,30.05,26.4,416,1
1676,Bogra,1974,9,36.4,31.4,25,130,
1677,Bogra,1974,10,35.3,30.15,24.3,168,
1678,Bogra,1974,11,37.8,31.05,19,0,
1679,Bogra,1974,12,27.1,23.05,12.2,3,
1680,Bogra,1975,1,27.6,19.9,11.5,4,
1681,Bogra,1975,2,32.6,22.05,13.7,6,
1682,Bogra,1975,3,37.8,25.75,17.9,24,
1683,Bogra,1975,4,40,28.95,23.3,52,
1684,Bogra,1975,5,38.3,30.8,24.2,223,
1685,Bogra,1975,6,36.2,30.2,26,112,
1686,Bogra,1975,7,34.8,30.4,25.3,490,1
1687,Bogra,1975,8,35.2,30.25,25.9,107,
1688,Bogra,1975,9,34.2,30.05,25.2,204,
1689,Bogra,1975,10,34.2,29.7,24.4,209,
1690,Bogra,1975,11,31.4,27.9,16.8,1,
1691,Bogra,1975,12,27.8,22.3,11.6,0,
1692,Bogra,1976,1,28.3,19.95,11.4,0,
1693,Bogra,1976,2,32.9,22.15,14.8,11,
1694,Bogra,1976,3,38.1,26.45,18.9,22,
1695,Bogra,1976,4,43.6,31.25,22.5,45,
1696,Bogra,1976,5,37.2,29.85,23.2,157,
1697,Bogra,1976,6,35.4,29.3,25,396,
1698,Bogra,1976,7,33.8,29.4,26.1,429,1
1699,Bogra,1976,8,32.8,29.45,25.4,453,1
1700,Bogra,1976,9,37.8,31.6,25.6,296,
1701,Bogra,1976,10,32.3,28.95,22.4,69,
1702,Bogra,1976,11,32.6,27.5,18.8,4,
1703,Bogra,1976,12,37.8,28.3,12.3,0,
1704,Bogra,1977,1,25.8,19.05,11.7,2,
1705,Bogra,1977,2,29.7,20.7,13.8,1,
1706,Bogra,1977,3,34.2,24,18.2,13,
1707,Bogra,1977,4,35.9,27.05,22.7,56,
1708,Bogra,1977,5,34.1,28.4,24,168,
1709,Bogra,1977,6,33.5,28.75,25.7,303,
1710,Bogra,1977,7,33.6,29.65,26.3,365,
1711,Bogra,1977,8,37.8,32.05,26.7,173,
1712,Bogra,1977,9,36.2,31.45,25.9,169,
1713,Bogra,1977,10,33.1,29.5,22.5,157,
1714,Bogra,1977,11,37.8,30.15,19.4,48,
1715,Bogra,1977,12,37.8,28.6,13.3,24,
1716,Bogra,1978,1,27.2,20.25,10.3,2,
1717,Bogra,1978,2,29.7,20,13.8,1,
1718,Bogra,1978,3,37.8,25.8,16.7,25,
1719,Bogra,1978,4,43.3,30,21.7,155,
1720,Bogra,1978,5,36,28.85,23.3,374,
1721,Bogra,1978,6,33.6,28.45,25,654,1
1722,Bogra,1978,7,33.6,29.3,26,306,
1723,Bogra,1978,8,37.8,31.9,26.5,191,
1724,Bogra,1978,9,34.4,30.45,25.4,161,
1725,Bogra,1978,10,34.1,29.75,23.4,7,
1726,Bogra,1978,11,30.7,27.05,18.1,5,
1727,Bogra,1978,12,28.1,23.1,13.3,3,
1728,Bogra,1979,1,29.9,21.6,12.6,9,
1729,Bogra,1979,2,31.6,22.1,13.4,15,
1730,Bogra,1979,3,38.8,26.1,17.5,10,
1731,Bogra,1979,4,39.3,28.4,23.2,95,
1732,Bogra,1979,5,41.7,32.45,24.9,38,
1733,Bogra,1979,6,43.2,34.05,26.4,145,
1734,Bogra,1979,7,36.8,31.6,25.9,725,1
1735,Bogra,1979,8,36.3,31.1,26.4,641,1
1736,Bogra,1979,9,35.3,30.85,25.6,463,1
1737,Bogra,1979,10,34.4,30,23.4,45,
1738,Bogra,1979,11,33.2,28.3,20.3,27,
1739,Bogra,1979,12,28.7,24.5,14.3,14,
1740,Bogra,1980,1,29.7,22,11.5,9,
1741,Bogra,1980,2,31.7,21.6,13.6,3,
1742,Bogra,1980,3,38.1,25.85,19.2,15,
1743,Bogra,1980,4,41.7,30.45,24.4,69,
1744,Bogra,1980,5,36.1,30.25,22.5,263,
1745,Bogra,1980,6,34,28.25,26.1,326,
1746,Bogra,1980,7,34.3,30.2,26.1,410,1
1747,Bogra,1980,8,35,30.55,26.4,237,
1748,Bogra,1980,9,35.6,31,25.9,195,
1749,Bogra,1980,10,33.4,29.65,23,89,
1750,Bogra,1980,11,32.1,27.55,17.9,0,
1751,Bogra,1980,12,30,23.95,14.5,0,
1752,Bogra,1981,1,27.9,21.2,12.7,32,
1753,Bogra,1981,2,33.3,23,14.5,20,
1754,Bogra,1981,3,35.1,24.8,18.5,25,
1755,Bogra,1981,4,35.6,27.05,21.4,189,
1756,Bogra,1981,5,34.5,27.95,23.5,240,
1757,Bogra,1981,6,38.7,31.1,26.3,193,
1758,Bogra,1981,7,33.9,30.1,26,379,1
1759,Bogra,1981,8,34.6,30.3,26.4,278,
1760,Bogra,1981,9,35.1,30.75,25,301,
1761,Bogra,1981,10,35.1,30.05,22.9,0,
1762,Bogra,1981,11,33.3,28.1,16.7,0,
1763,Bogra,1981,12,30,23.35,13.1,82,
1764,Bogra,1982,1,29.1,21.1,12.2,0,
1765,Bogra,1982,2,30.6,21.4,13.5,4,
1766,Bogra,1982,3,36.8,25.15,17.6,32,
1767,Bogra,1982,4,37.8,27.7,21.8,48,
1768,Bogra,1982,5,38.6,30.2,24.7,121,
1769,Bogra,1982,6,34.6,29.65,25.6,234,
1770,Bogra,1982,7,36,30.8,26.3,360,1
1771,Bogra,1982,8,34.1,30.2,26,262,
1772,Bogra,1982,9,35.1,30.55,26.3,120,
1773,Bogra,1982,10,33.4,29.85,22.8,30,
1774,Bogra,1982,11,31.4,27.1,17.2,11,
1775,Bogra,1982,12,26.8,22,12.6,1,
1776,Bogra,1983,1,28.9,20.75,11.2,7,
1777,Bogra,1983,2,31.1,21.15,12.2,3,
1778,Bogra,1983,3,36.4,24.3,18.1,31,
1779,Bogra,1983,4,38.3,28.2,21,31,
1780,Bogra,1983,5,36.3,28.65,23.4,355,1
1781,Bogra,1983,6,36.9,30.15,26.3,102,
1782,Bogra,1983,7,34.7,30.5,26.9,248,
1783,Bogra,1983,8,36.4,31.65,26.2,274,
1784,Bogra,1983,9,33.3,29.75,25.9,308,
1785,Bogra,1983,10,34.4,30.15,23.5,378,1
1786,Bogra,1983,11,32.7,28.1,18.4,5,
